,STN,WBAN,YEARMODA,TEMP,TEMP_count,DEWP,DEWP_count,SLP,SLP_count,STP,STP_count,VISIB,VISIB_count,WDSP,WDSP_count,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT,MAX_flag,MIN_flag,PRCP_A,PRCP_B,PRCP_C,PRCP_D,PRCP_G,PRCP_H,PRCP_I
52,722900,23188,1998-12-23,49.9,23,38.1,23,1020.8,23,1019.9,23,9.8,23,2.9,23,11.1,,57.0,42.1,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,722900,23188,1998-12-24,50.1,24,29.0,24,1025.8,24,1024.9,24,9.9,24,3.7,24,11.1,,61.0,39.9,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,722900,23188,1998-12-25,51.9,24,35.0,24,1026.9,24,1025.8,21,9.5,24,3.4,24,8.0,,64.9,39.9,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,722900,23188,1998-12-26,54.4,24,41.7,24,1022.2,24,1021.3,24,7.7,24,2.1,24,7.0,,66.0,39.0,0.0,,0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,722900,23188,1998-12-27,54.9,24,44.8,24,1019.5,24,1018.5,24,6.6,24,2.7,24,8.0,,66.0,46.0,0.0,,100000,True,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57,722900,23188,1998-12-28,56.0,24,45.0,24,1021.5,24,1020.6,24,8.1,24,2.7,24,8.9,,66.9,46.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58,722900,23188,1998-12-29,56.8,24,47.8,24,1019.4,24,1018.5,23,6.5,24,3.3,24,10.1,,69.1,46.0,0.0,,100000,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,722900,23188,1998-12-30,55.0,24,51.9,24,1014.4,24,1013.5,22,3.1,24,2.3,24,7.0,,69.1,46.9,0.01,,100000,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,722900,23188,1998-12-31,54.7,24,52.1,24,1015.4,24,1014.5,24,3.3,24,3.9,24,7.0,,64.9,46.9,0.0,,100000,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61,722900,23188,1999-01-01,56.8,24,49.3,24,1016.5,24,1015.5,24,6.0,24,5.7,24,10.1,,64.0,51.1,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62,722900,23188,1999-01-02,56.9,24,45.6,24,1017.6,24,1016.7,24,7.1,24,3.2,24,10.1,,69.1,46.9,0.0,,100000,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63,722900,23188,1999-01-03,57.4,24,42.7,24,1018.0,24,1017.1,22,6.2,24,2.8,24,8.0,,79.0,46.9,0.0,,100000,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64,722900,23188,1999-01-04,60.0,24,33.9,24,1022.7,24,1021.7,23,9.9,24,3.2,24,8.0,,79.0,46.9,0.0,,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65,722900,23188,1999-01-05,59.1,24,33.1,24,1022.5,24,1021.6,23,9.9,24,2.3,24,8.0,,73.0,46.9,0.0,,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66,722900,23188,1999-01-06,58.5,24,40.4,24,1020.4,24,1019.5,24,9.7,24,2.4,24,7.0,,75.0,46.9,0.0,,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67,722900,23188,1999-01-07,54.8,24,51.9,24,1019.2,24,1018.3,23,4.2,24,2.9,24,8.9,,69.1,46.9,0.0,,100000,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,722900,23188,1999-01-08,55.8,24,48.5,24,1019.1,24,1018.2,24,7.5,24,4.8,24,10.1,,62.1,53.1,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69,722900,23188,1999-01-09,60.2,24,34.0,24,1020.7,24,1019.8,24,9.7,24,5.1,24,15.0,,71.1,50.0,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70,722900,23188,1999-01-10,59.5,24,33.2,24,1019.8,24,,0,9.9,24,3.2,24,11.1,,69.1,48.9,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
71,722900,23188,1999-01-11,60.2,24,43.3,24,1018.0,24,1017.0,24,9.8,24,2.3,24,7.0,,70.0,48.9,0.0,,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,722900,23188,1999-01-12,56.3,24,50.3,24,1018.0,24,1017.1,24,7.7,24,5.3,24,8.9,,60.1,51.8,0.0,,100000,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
73,722900,23188,1999-01-13,53.8,24,48.6,24,1019.7,24,1018.8,24,5.8,24,2.3,24,8.0,,59.0,48.0,0.0,,100000,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74,722900,23188,1999-01-14,57.2,24,49.9,24,1021.2,24,1020.3,24,3.6,24,4.0,24,8.9,,73.9,48.9,0.0,,100000,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75,722900,23188,1999-01-15,61.3,24,39.7,24,1019.2,24,1018.2,21,9.9,24,3.0,24,10.1,,73.0,51.1,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76,722900,23188,1999-01-16,57.7,24,54.6,24,1016.9,24,1015.9,24,6.1,24,4.8,24,8.9,,68.0,50.0,0.0,,100000,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77,722900,23188,1999-01-17,60.7,24,55.0,24,1019.8,24,1018.8,24,9.7,24,3.8,24,8.0,,64.9,59.0,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78,722900,23188,1999-01-18,57.2,24,53.8,24,1022.1,24,1021.2,24,5.4,24,4.4,24,12.0,,62.1,53.6,0.0,16.9,100000,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79,722900,23188,1999-01-19,58.6,24,52.4,24,1021.9,24,1021.0,24,6.9,24,5.5,24,11.1,,63.0,55.9,0.0,,100000,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80,722900,23188,1999-01-20,59.0,24,56.5,24,1021.9,24,1021.0,24,6.0,24,5.0,24,10.1,,61.0,57.0,0.01,,110000,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81,722900,23188,1999-01-21,59.7,24,55.4,24,1021.4,24,1020.5,24,7.2,24,7.0,24,13.0,,63.0,57.0,0.13,,110000,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,722900,23188,1999-01-22,56.6,24,47.4,24,1021.3,24,1020.6,19,9.5,24,3.2,24,10.1,,64.0,48.9,0.0,,0,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83,722900,23188,1999-01-23,58.2,24,47.4,24,1019.7,24,1018.8,24,8.9,24,3.3,24,8.9,,69.1,48.9,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84,722900,23188,1999-01-24,58.8,24,52.0,24,1014.9,24,1013.9,24,8.7,24,4.9,24,11.1,,69.1,48.9,0.0,,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85,722900,23188,1999-01-25,54.7,24,49.6,24,1012.3,24,1011.3,24,8.5,24,6.2,24,13.0,15.9,60.8,50.0,0.05,,110000,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
86,722900,23188,1999-01-26,51.3,24,45.7,24,1020.2,24,1019.3,24,9.5,24,7.4,24,15.9,19.0,55.9,48.0,0.74,,110000,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,722900,23188,1999-01-27,51.6,24,45.0,24,1021.6,24,1020.8,24,9.7,24,5.0,24,13.0,15.9,57.0,48.0,0.43,,110010,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
88,722900,23188,1999-01-28,52.8,24,41.1,24,1023.2,24,1022.1,21,9.9,24,4.2,24,12.0,,62.1,44.1,0.05,,0,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
89,722900,23188,1999-01-29,54.1,24,39.4,24,1022.0,24,1021.1,24,9.9,24,2.9,24,12.0,,64.0,46.0,0.0,,0,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
90,722900,23188,1999-01-30,56.4,24,45.7,24,1020.9,24,1020.1,22,9.7,24,3.0,24,8.9,,64.9,45.0,0.0,,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91,722900,23188,1999-01-31,57.1,24,51.1,24,1019.6,24,1018.6,24,8.4,24,5.5,24,14.0,,63.0,50.0,,,110000,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,722900,23188,1999-02-01,54.8,24,46.1,24,1023.0,23,,0,9.9,24,4.5,24,14.0,,61.0,48.9,0.06,,0,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93,722900,23188,1999-02-02,56.0,24,42.4,24,1021.9,24,1021.3,4,9.6,24,4.3,24,10.1,,68.0,46.0,0.0,,0,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
94,722900,23188,1999-02-03,57.0,24,36.2,24,1017.4,24,1017.0,4,9.9,24,2.8,24,11.1,,69.1,46.0,0.0,,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95,722900,23188,1999-02-04,57.0,24,49.3,24,1014.7,24,1013.8,4,8.1,24,4.1,24,8.0,,66.9,46.9,0.04,,110000,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0
96,722900,23188,1999-02-05,54.5,24,50.8,24,1017.7,22,1015.9,4,7.6,24,6.2,24,8.9,,59.0,52.0,0.44,,110000,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
97,722900,23188,1999-02-06,56.9,24,51.2,24,1024.6,22,,0,9.4,24,5.2,24,11.1,,60.1,54.0,0.17,,110000,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
98,722900,23188,1999-02-07,55.7,24,50.1,24,1023.0,24,1022.3,4,8.6,24,3.8,24,11.1,,61.0,50.0,0.0,,100000,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99,722900,23188,1999-02-08,58.6,24,54.5,24,1020.8,24,1020.0,4,8.2,24,3.8,24,12.0,,64.9,55.0,0.02,,100000,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100,722900,23188,1999-02-09,58.4,24,54.1,24,1019.8,23,1018.7,4,7.3,24,5.6,24,11.1,,64.9,54.0,0.0,,100000,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
101,722900,23188,1999-02-10,54.5,24,38.5,24,1022.3,23,1020.6,4,9.7,24,11.7,24,18.1,23.9,60.1,48.0,0.09,,10000,True,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0
102,722900,23188,1999-02-11,53.1,24,28.7,24,1025.2,24,1023.9,4,9.9,24,6.0,24,14.0,,61.0,43.0,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103,722900,23188,1999-02-12,54.6,24,33.6,24,1023.3,24,1022.8,4,9.9,24,4.5,24,10.1,,68.0,43.0,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104,722900,23188,1999-02-13,57.2,24,31.5,24,1021.9,24,1020.8,4,9.9,24,3.7,24,11.1,,70.0,43.0,0.0,,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,722900,23188,1999-02-14,56.1,24,47.5,24,1021.7,24,,0,8.7,24,4.4,24,13.0,,69.1,46.0,0.0,,100000,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
106,722900,23188,1999-02-15,57.0,24,49.3,24,1021.8,24,1020.9,4,9.9,24,5.0,24,12.0,,63.0,46.9,0.0,,0,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0
107,722900,23188,1999-02-16,56.9,24,49.2,24,1021.7,24,1021.4,4,8.6,24,5.1,24,11.1,,61.0,53.1,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
108,722900,23188,1999-02-17,57.4,24,50.5,24,1020.5,24,1019.9,4,8.3,24,3.1,24,8.9,,64.0,53.1,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
109,722900,23188,1999-02-18,58.3,24,54.0,24,1018.3,23,1017.2,4,7.4,24,3.8,24,8.9,,64.9,52.0,0.0,,100000,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110,722900,23188,1999-02-19,57.7,24,51.7,24,1018.4,24,1017.7,4,6.3,24,3.5,24,10.1,,63.0,53.1,0.0,,100000,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,722900,23188,1999-02-20,58.3,24,52.7,24,1018.7,24,1017.5,4,6.8,24,5.9,24,14.0,,64.9,51.1,0.0,,100000,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
112,722900,23188,1999-02-21,58.7,24,52.6,24,1021.1,23,1019.7,4,8.0,24,3.4,24,11.1,,66.9,51.1,0.0,,100000,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113,722900,23188,1999-02-22,57.4,24,46.9,24,1022.4,24,1021.4,4,9.9,24,4.6,24,11.1,,69.1,48.9,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114,722900,23188,1999-02-23,63.1,24,36.7,24,1021.0,24,1020.1,4,9.9,24,3.5,24,12.0,,79.0,48.0,0.0,,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
115,722900,23188,1999-02-24,62.9,23,37.8,23,1018.2,23,,0,9.5,23,2.4,23,8.9,,79.0,51.1,0.0,,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
116,722900,23188,1999-02-25,59.2,24,53.1,24,1019.7,22,,0,7.0,24,5.6,24,13.0,,73.0,51.1,0.0,,100000,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
117,722900,23188,1999-02-26,57.8,24,49.7,24,1020.0,24,1018.9,4,9.9,24,5.4,24,10.1,,66.0,53.1,0.0,,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
118,722900,23188,1999-02-27,58.2,24,49.9,24,1020.4,24,1019.2,4,9.5,24,3.2,24,11.1,,66.0,52.0,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119,722900,23188,1999-02-28,59.8,24,50.8,24,1021.0,24,1019.9,4,7.5,24,4.1,24,11.1,,70.0,52.0,0.0,,0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120,722900,23188,1999-03-01,59.8,24,50.7,24,1019.6,23,1018.7,4,5.9,24,3.5,24,8.9,,66.9,52.0,0.0,,100000,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0
121,722900,23188,1999-03-02,59.5,24,53.0,24,1017.1,23,1016.2,4,5.4,24,3.8,24,10.1,,68.0,52.0,0.0,,100000,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
122,722900,23188,1999-03-03,59.0,24,53.1,24,1016.7,23,1016.0,4,5.8,24,4.8,24,10.1,,68.0,53.1,0.0,,100000,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
123,722900,23188,1999-03-04,58.2,23,50.8,23,1016.7,19,,0,8.2,23,6.9,23,13.0,,64.0,54.0,0.07,,110000,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0
124,722900,23188,1999-03-05,57.3,24,48.1,24,1017.3,23,1016.3,4,9.3,24,4.8,24,10.1,,62.1,54.0,0.0,,0,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
125,722900,23188,1999-03-06,58.2,24,47.4,24,1016.5,23,1015.6,4,9.7,24,5.1,24,10.1,,63.0,54.0,0.0,,0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
126,722900,23188,1999-03-07,55.6,24,45.6,24,1013.1,24,1012.2,4,9.9,24,4.4,24,12.0,,60.1,52.0,0.04,,10000,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
127,722900,23188,1999-03-08,56.6,24,44.4,24,1018.6,24,1017.1,4,9.9,24,4.9,24,10.1,,62.1,51.1,0.07,,0,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
128,722900,23188,1999-03-09,58.3,24,45.2,24,1019.4,24,1018.2,4,9.9,24,4.3,24,12.0,18.1,64.0,54.0,0.0,,0,True,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
